phase,fold,epoch,train_loss,val_loss,best_epoch
final_train,,32,0.21125885374139836,0.21125885374139836,76
final_train,,33,0.20906912796939445,0.20906912796939445,76
final_train,,34,0.2065682653864775,0.2065682653864775,76
final_train,,35,0.20467100251326234,0.20467100251326234,76
final_train,,36,0.20267454015187128,0.20267454015187128,76
final_train,,37,0.19725543826357944,0.19725543826357944,76
final_train,,38,0.19085373355517923,0.19085373355517923,76
final_train,,39,0.1934033018558733,0.1934033018558733,76
final_train,,40,0.19158817993070668,0.19158817993070668,76
final_train,,41,0.1933403340252963,0.1933403340252963,76
final_train,,42,0.1864483275645329,0.1864483275645329,76
final_train,,43,0.18387809343757147,0.18387809343757147,76
final_train,,44,0.18152158220393722,0.18152158220393722,76
final_train,,45,0.1829625346437889,0.1829625346437889,76
final_train,,46,0.1773634014474372,0.1773634014474372,76
final_train,,47,0.17746168626208825,0.17746168626208825,76
final_train,,48,0.17710245300040245,0.17710245300040245,76
final_train,,49,0.17589042324235635,0.17589042324235635,76
final_train,,50,0.17142284032201854,0.17142284032201854,76
final_train,,51,0.17082645478089267,0.17082645478089267,76
final_train,,52,0.16997689330180726,0.16997689330180726,76
final_train,,53,0.16467958358296805,0.16467958358296805,76
final_train,,54,0.15828622902717165,0.15828622902717165,76
final_train,,55,0.16372875223347827,0.16372875223347827,76
final_train,,56,0.16233874168437623,0.16233874168437623,76
final_train,,57,0.15792178576272006,0.15792178576272006,76
final_train,,58,0.15430725162081418,0.15430725162081418,76
final_train,,59,0.15612749586724,0.15612749586724,76
final_train,,60,0.15562284085170683,0.15562284085170683,76
final_train,,61,0.15636557985651142,0.15636557985651142,76
final_train,,62,0.15545893951386255,0.15545893951386255,76
final_train,,63,0.16058666084261514,0.16058666084261514,76
final_train,,64,0.15568350656501936,0.15568350656501936,76
final_train,,65,0.1504477984259795,0.1504477984259795,76
final_train,,66,0.14588924898677577,0.14588924898677577,76
final_train,,67,0.1475820206935545,0.1475820206935545,76
final_train,,68,0.15141809733067557,0.15141809733067557,76
final_train,,69,0.14831421338432935,0.14831421338432935,76
final_train,,70,0.14374748825392952,0.14374748825392952,76
final_train,,71,0.14430701505664167,0.14430701505664167,76
final_train,,72,0.14633812768354537,0.14633812768354537,76
final_train,,73,0.1424566400133652,0.1424566400133652,76
final_train,,74,0.14089324861651273,0.14089324861651273,76
final_train,,75,0.144057919303624,0.144057919303624,76
final_train,,76,0.12879968666178668,0.12879968666178668,76
final_train,,77,0.12883024661088358,0.12883024661088358,76
final_train,,78,0.13916056138335667,0.13916056138335667,76
final_train,,79,0.1412865094647646,0.1412865094647646,76
final_train,,80,0.1389035139275487,0.1389035139275487,76
